,index,desc
120,120,"Following the traditions of Gabriel GarcÍa Marquez, John Gardner and J.R.R.
Tolkien, Wicked is a richly woven tale that takes us to the other, darker
side of the rainbow as novelist Gregory Maguire chronicles the Wicked Witch
of the West's odyssey through the complex world of Oz -- where people call
you wicked if you tell the truth. Years before Dorothy and her dog crash-
land, another little girl makes her presence known in Oz. This girl,
Elphaba, is born with emerald-green skin -- no easy burden in a land as
mean and poor as Oz, where superstition and magic are not strong enough to
explain or to overcome the natural disasters of flood and famine. But
Elphaba is smart, and by the time she enters the university in Shiz, she
becomes a member of a charmed circle of Oz' most promising young citizens.
Elphaba's Oz is no utopia. The Wizard's secret police are everywhere.
Animals -- those creatures with voices, souls and minds -- are threatened
with exile. Young Elphaba, green and wild and misunderstood, is determined
to protect the Animals -- even it means combating the mysterious Wizard,
even if it means risking her single chance at romance. Even wiser in guilt
and sorrow, she can find herself grateful when the world declares her a
witch. And she can even make herself glad for that young girl from Kansas.
In Wicked, Gregory Maguire has taken the largely unknown world of Oz and
populated it with the power of his own imagination. Fast-paced,
fantastically real and supremely entertaining, this is a novel of vision
and re-vision. Oz never will be the same again."
121,121,"Originally published: [New York]: Doubleday, 1991."
122,122,"Held captive for years in a small shed, a woman and her precocious young
son finally gain their freedom, and the boy experiences the outside world
for the first time. Inspiration for the MAJOR MOTION PICTURE starring
Academy Award winner Brie Larson To five-year-old-Jack, Room is the world.
. . . It's where he was born, it's where he and his Ma eat and sleep and
play and learn. At night, his Ma shuts him safely in the wardrobe, where he
is meant to be asleep when Old Nick visits. Room is home to Jack, but to Ma
it's the prison where she has been held for seven years. Through her fierce
love for her son, she has created a life for him in this eleven-by-eleven-
foot space. But with Jack's curiosity building alongside her own
desperation, she knows that Room cannot contain either much longer. Room is
a tale at once shocking, riveting, exhilarating--a story of unconquerable
love in harrowing circumstances, and of the diamond-hard bond between a
mother and her child."
123,123,"The Tragicall Historie of Hamlet, Prince of DenmarkWilliam Shakespeare, Richard Andrews, Rex Gibson"
124,124,"Opposing forces struggle for control of the universe when the archenemy of
the cosmic emperor is banished to a barren world where savages fight for
water"
125,125,The Tipping Point: How Little Things Can Make a Big DifferenceMalcolm Gladwell
126,126,"Draws on more than forty interviews with Steve Jobs, as well as interviews
with family members, friends, competitors, and colleagues to offer a look
at the co-founder and leading creative force behind the Apple computer
company."
127,127,"McMurphy, a criminal who feigns insanity, is admitted to a mental hospital
where he challenges the autocratic authority of the head nurse."
128,128,"Told in language of great simplicity and power, this story of courage and
personal triumph remains one of Ernest Hemingway’s most enduring works. The
Old Man and the Sea is one of Hemingway’s most enduring works. Told in
language of great simplicity and power, it is the story of an old Cuban
fisherman, down on his luck, and his supreme ordeal—a relentless, agonizing
battle with a giant marlin far out in the Gulf Stream. Here Hemingway
recasts, in strikingly contemporary style, the classic theme of courage in
the face of defeat, of personal triumph won from loss. Written in 1952,
this hugely successful novella confirmed his power and presence in the
literary world and played a large part in his winning the 1954 Nobel Prize
for Literature."
129,129,STEINBECK/GRAPES OF WRATH (BC)
130,130,"A specially produced paperback edition -- with flaps -- of the phenomenal
#1 New York Times bestseller, that has sold more than six million copies in
hardcover Eddie is a grizzled war veteran who feels trapped in a
meaningless life of fixing rides at a seaside amusement park. His days are
a dull routine of work, loneliness, and regret. Then, on his 83rd birthday,
Eddie dies in a tragic accident, trying to save a little girl from a
falling cart. He awakens in the afterlife, where he learns that heaven is
not a lush Garden of Eden, but a place where your earthly life is explained
to you by five people. These people may have been loved ones or distant
strangers. Yet each of them changed your path forever. One by one, Eddie's
five people illuminate the unseen connections of his earthly life. As the
story builds to its stunning conclusion, Eddie desperately seeks redemption
in the still-unknown last act of his life: Was it a heroic success or a
devastating failure The answer, which comes from the most unlikely of
sources, is as inspirational as a glimpse of heaven itself. In The Five
People You Meet in Heaven, Mitch Albom gives us an astoundingly original
story that will change everything you've ever thought about the afterlife
-- and the meaning of our lives here on earth. With a timeless tale,
appealing to all, this is a book that readers of fine fiction, and those
who loved Tuesdays with Morrie, will treasure."
131,131,"Anne, an eleven-year-old orphan, is sent by mistake to live with a lonely,
middle-aged brother and sister on a Prince Edward Island farm and proceeds
to make an indelible impression on everyone around her."
132,132,"Still pursuing a cure for her mother's enchantment, Clary uses all her
powers and ingenuity to get into Idris, the forbidden country of the
secretive Shadowhunters, and to its capital, the City of Glass, where with
the help of a newfound friend, Sebastian, she uncovers important truths
about her family's past that will not only help save her mother but all
those that she holds most dear."
133,133,"The three surviving contenders for the throne of the Seven Kingdoms
continue to struggle among themselves, Robb defends his kingdom from the
Greyjoys, Jon confronts an escalating threat, and Daenerys and her dragon
allies continue to grow in power."
134,134,Divine Secrets of the Ya-Ya SisterhoodRebecca Wells
135,135,"Claire Randall is leading a double life. She has a husband in one century,
and a lover in another... In 1945, Claire Randall, a former combat nurse,
is back from the war and reunited with her husband on a second honeymoon--
when she innocently touches a boulder in one of the ancient stone circles
that dot the British Isles. Suddenly she is a Sassenach—an ""outlander""—in a
Scotland torn by war and raiding border clans in the year of our
Lord...1743. Hurled back in time by forces she cannot understand, Claire's
destiny in soon inextricably intertwined with Clan MacKenzie and the
forbidden Castle Leoch. She is catapulted without warning into the
intrigues of lairds and spies that may threaten her life ...and shatter her
heart. For here, James Fraser, a gallant young Scots warrior, shows her a
passion so fierce and a love so absolute that Claire becomes a woman torn
between fidelity and desire...and between two vastly different men in two
irreconcilable lives."
